store_name,store_contact,full_address,full_long_lat,longitude,latitude
CROCS E-WALK BALIKPAPAN,(0542) 7570915,E-WALK BSB LT UG UNIT NO 27 JL. JEND SUDIRMAN CROCS E-WALK BSB LT UG UNIT NO 27 ,"116.85939880,-1.27295891",116.85939880,-1.27295891
CROCS GANDARIA CITY,(021) 29007838,"GANDARIA CITY MALL  GANDARIA CITY, LT. 1 UNIT 133","106.78341780,-6.24482702",106.78341780,-6.24482702
CROCS THE PARK SEMARANG,(024) 7615552,"THE PARK MALL LT. G UNIT G-0045 THE PARK MALL LT.G, JL. MADUKORO RAYA BLOK E1 NO. 10 - 11, KEL. TAWANG MAS, SEMARANG BARAT, SEMARANG, JAWA TENGAH 50144","110.39850820,-6.96475705",110.39850820,-6.96475705
CROCS PLAZA ATRIUM SENEN,,MILLENNIUM MALL LT.GF UNIT#50-51,"106.84064070,-6.17670816",106.84064070,-6.17670816
CROCS LIVING WORLD KOTA WISATA,,"LIVING WOLRD KOTA WISATA LT.GF JL. BOULEVARD KOTA WISATA, CIANGSANA, KEC. GN. PUTRI","106.95847890,-6.36905047",106.95847890,-6.36905047
CROCS SANUR ICON BALI,,"SANUR ICON UG-10B, JL.DANAU TAMBLINGAN NO.27 SANUR, DENPASAR SELATAN, DENPASAR","115.26280230,-8.68659402",115.26280230,-8.68659402
CROCS TERMINAL 3 BANDARA SOETTA,,"BANDARA SOETTA Lt. 1 SOEKARNO HATTA AIRPORT (BOARDING LOUNGE TERMINAL 3 DOMESTIK) GATE 12 UNIT SHOP 16 JL. P2 PAJANG, BENDA. KOTA TANGGERANG","106.66652300,-6.11926282",106.66652300,-6.11926282
CROCS SUMMARECON MALL BANDUNG,,"JL Grand Bulevar No.1 Kelurahan Rancabolang,Kecamatan Gedebage","107.69731050,-6.95521830",107.69731050,-6.95521830
CROCS AEON DELTA MAS,," JL GANESHA BOULEVARD , HEGARMUKTI , CIKARANG PUSAT , KABUPATEN BEKASI","107.19576050,-6.35157815",107.19576050,-6.35157815
CROCS BANDUNG INDAH PLAZA,,"Jl Merdeka No.56, Citarum ","107.61101060,-6.90868659",107.61101060,-6.90868659
CROCS BENCOOLEN  MALL,0736 - 7050150,Jl. Pariwisata No 1,"102.26820780,-3.81193840",102.26820780,-3.81193840
CROCS CIPUTRA CIBUBUR,,"Jl.Alternatif Cibubur Rw04, Jatikarya,Jatisampurna","106.92641710,-6.38265872",106.92641710,-6.38265872
CROCS EMPORIUM MALL PLUIT,,"Jl. Pluit Selatan Raya No.1, Penjaringan","106.79096510,-6.12705775",106.79096510,-6.12705775
CROCS GAIA BUMIRAYA PONTIANAK,,"Jl. Arteri Supadio, Kel. Kubu Raya","109.36911550,-0.07657816",109.36911550,-0.07657816
CROCS GAJAH MADA PLAZA,,Jl.GAJAH MADA NO 19-26 PETOJO UTARA KEC GAMBIR,"106.81849140,-6.16080007",106.81849140,-6.16080007
CROCS LIVING WORLD ALAM SUTERA,,"Jl. Alam Sutera Boulevard Kav 21, Pakulonan, Kec. Serpong Utara, Tangerang Selatan, Banten ","106.65325320,-6.24438736",106.65325320,-6.24438736
CROCS MALL ARTHA GADING,,JL. ARTHA GADING SELATAN NO. 1 RT.018/RW.008 KELAPA GADING BARAT,"106.89217200,-6.14558437",106.89217200,-6.14558437
CROCS MALL JAYAPURA,,"Jl.Samratulangi, Jayapura","140.70609550,-2.53514229",140.70609550,-2.53514229
CROCS PAKUWON SOLO,,"Jl. Ir. Soekarno, Madegondo, Grogol, Sukoharjo, Solo","110.81446830,-7.60055191",110.81446830,-7.60055191
CROCS PALEMBANG INDAH MALL,0896-7676-2920,JL. Letkol Iskandar No. 18 24 Ilir ,"104.75367040,-2.98516661",104.75367040,-2.98516661
CROCS Q MALL BANJARBARU,,"Jl. Ahmad Yani Km. 36,8 Kel. Kemuning, Kec. Banjabaru Selatan","114.84884460,-3.43901828",114.84884460,-3.43901828
CROCS RUKO SUBAK SARI CANGGU,0361-9597045,TIBUBENENG BERAWA BADUNG,"115.14772300,-8.66657447",115.14772300,-8.66657447
CROCS GRAND GALAXY PARK,,"JL. GRAND GALAXY BOULEVARD NO.1, JAKA SETIA","106.97229730,-6.27062180",106.97229730,-6.27062180
CROCS TUNJUNGAN PLAZA 5,,Jl. Basuki Rahmat 8 - 12,"112.73932930,-7.26155378",112.73932930,-7.26155378
CROCS KEDIRI TOWN SQUARE,,"Kediri Town Square Lt. 1 Unit FF07, Jl. Hasanudin No. 2, Bolowerti","112.01580080,-7.81277915",112.01580080,-7.81277915
CROCS PAKUWON CITY MALL ,031-99218562,"Pakuwon City Mall 3 Lt. 1 Unit 39, Jl. Raya Laguna Kejawan Putih Tambak No. 2","112.80619060,-7.27683911",112.80619060,-7.27683911
CROCS PAKUWON MALL BEKASI,,"PAKUWON MALL BEKASI LANTAI 2 UNIT 28, JL RAYA PEKAYON NO 002 RT 001 RW 001PEKAYON JAYA","106.98967040,-6.25572508",106.98967040,-6.25572508
CROCS LIVING WORLD PEKANBARU,0761 - 9000501,"Living World Lt. UG Unit 15C, JL. Soekarno - Hatta Tangkerang Barat","101.42012980,0.50043461",101.42012980,0.50043461
CROCS DP MALL SEMARANG,,"DP Mall 1st Floor unit 19, Jl. Pemuda No. 150, Sekayu","110.41227140,-6.98306437",110.41227140,-6.98306437
CROCS CIPUTRA SEMARANG,,"Ciputra Mall Ground Floor, Jl. Simpang Lima No. 1, Pekunden","110.42387690,-6.98876507",110.42387690,-6.98876507
CROCS CIHAMPELAS WALK,,"Mall Ciwalk Lantai GF Unit 26, Jl. Cihampelas No.160, Cipaganti","107.60534880,-6.89336003",107.60534880,-6.89336003
CROCS CIPUTRA WORLD SURABAYA,,"Ciputra World  Lt. 1 Unit 38 - 43, Jl. Mayjend Sungkono No. 89","112.72005150,-7.29240364",112.72005150,-7.29240364
CROCS PARIS VAN JAVA,,"Mall PVJ Lantai GL-B-15A , Jl Sukajadi No 131-139, Cipedes","107.59597890,-6.88865216",107.59597890,-6.88865216
